店舗ID,集計開始日,集計終了日,分類ID,分類名称,メニューID,メニュー名称,メニュータイプ,チョイスID,チョイス名称,売価(税込),売価(税抜),原価(税込),原価(税抜),販売数,販売金額(税込),値割引金額,消費税率区分
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214852,ホッピー,2050592,ソト（スタッフ用）,,651178,黒ホッピー,0,0,0,0,25,0,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214854,ハイボール,2092056,デュワーズ水割り,drink,,,429,390,75,69,2,858,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214860,一品,2114894,アナゴ,food,,,429,390,216,200,53,22737,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2141538,アイガモ,food,,,209,190,74.8,69.8,135,28215,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2157021,アスパラ,food,,,209,190,81,75,132,27588,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214863,刺身,2161125,日替刺身ポン酢,food,,,539,490,264,245,127,68453,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2168670,れば,food,,,165,150,64,60,188,31020,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2168670,れば,,611651,塩,0,0,0,0,38,0,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2168670,れば,,611652,タレ,0,0,0,0,69,0,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2168670,れば,,620184,おまかせ,0,0,0,0,81,0,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2168672,かしら,food,,,165,150,64,60,303,49995,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2168672,かしら,,611651,塩,0,0,0,0,122,0,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2168672,かしら,,611652,タレ,0,0,0,0,32,0,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2168672,かしら,,620184,おまかせ,0,0,0,0,149,0,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2168674,たん,food,,,165,150,64,60,238,39270,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2168674,たん,,611651,塩,0,0,0,0,113,0,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2168674,たん,,611652,タレ,0,0,0,0,12,0,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2168674,たん,,620184,おまかせ,0,0,0,0,113,0,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2168675,はつ,food,,,165,150,64,60,199,32835,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2168675,はつ,,611651,塩,0,0,0,0,79,0,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2168675,はつ,,611652,タレ,0,0,0,0,8,0,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2168675,はつ,,620184,おまかせ,0,0,0,0,112,0,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214857,ご飯もの,2207058,シニガンスープだけ,food,,,594,540,172,160,12,7128,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214853,ビール,2327834,晴れ風,drink,,,737,670,276,251,25,18425,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214853,ビール,2327834,晴れ風,other,599967,0,0,0,0,0,10,0,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214853,ビール,2327834,晴れ風,other,599968,1,0,0,0,0,7,0,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214853,ビール,2327834,晴れ風,other,599969,2,0,0,0,0,8,0,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214870,季節のもの,2386555,カキフライ,food,,,462,420,226,210,44,20328,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214872,揚げもの,2386555,カキフライ,food,,,462,420,226,210,54,24948,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214870,季節のもの,2430852,太刀魚の唐揚げ,food,,,462,420,226,210,4,1848,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214872,揚げもの,2430852,太刀魚の唐揚げ,food,,,462,420,226,210,7,3234,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214860,一品,2475554,あん肝ポン酢,food,,,539,490,0,0,21,11319,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214870,季節のもの,2475554,あん肝ポン酢,food,,,539,490,0,0,48,25872,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214870,季節のもの,2492868,白子ポン酢,food,,,506,460,0,0,7,3542,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214860,一品,2492868,白子ポン酢,food,,,506,460,0,0,19,9614,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214857,ご飯もの,2545721,アドボアタマ,food,,,594,540,108,100,6,3564,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214857,ご飯もの,2545723,カレーアタマ,food,,,594,540,216,200,7,4158,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2545733,ピーマン,food,,,55,50,16,15,103,5665,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2545733,ピーマン,,611651,塩,0,0,0,0,5,0,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2545733,ピーマン,,611652,タレ,0,0,0,0,14,0,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2545733,ピーマン,,620184,おまかせ,0,0,0,0,84,0,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214870,季節のもの,2566068,ぎんなん,food,,,429,390,54,50,24,10296,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214859,つまみ,2566068,ぎんなん,food,,,429,390,54,50,23,9867,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214857,ご飯もの,2589563,ごはん,food,,,209,190,32,30,8,1672,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214859,つまみ,2591832,梅水晶,food,,,418,380,123,114,19,7942,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214868,早出し,2591832,梅水晶,food,,,418,380,123,114,44,18392,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214859,つまみ,2635981,ゴマ和え,food,,,539,490,113,105,9,4851,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214863,刺身,2635981,ゴマ和え,food,,,539,490,113,105,61,32879,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214872,揚げもの,2642550,あじフライ,food,,,396,360,129,120,101,39996,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214868,早出し,2642714,キューリ,food,,,385,350,91,85,62,23870,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214868,早出し,2645905,しらすおろし,food,,,385,350,0,0,31,11935,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,221656,チャージ,2736949,お席代のみ,other,,,165,150,0,0,3,495,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2751906,タレ５本,food,,,1155,1050,64,60,44,50820,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214862,串・焼き物,2751907,塩５本,food,,,1023,930,0,0,78,79794,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214860,一品,2767598,なまこ酢,food,,,462,420,0,0,22,10164,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214870,季節のもの,2767598,なまこ酢,food,,,462,420,0,0,31,14322,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214870,季節のもの,2854334,日替わりカマ,food,,,539,490,10,10,11,5929,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214867,焼き魚,2854334,日替わりカマ,food,,,539,490,10,10,26,14014,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214863,刺身,2907378,スマガツオ,food,,,539,490,264,245,5,2695,,10
defb1ba1-bbc9-4096-8c05-9c68251011e7,2026/02/01,2026/02/28,214870,季節のもの,2907378,スマガツオ,food,,,539,490,264,245,2,1078,,10
